Time,EEG,BIS
00:00:00,,
00:00:00.200000,,
00:00:00.400000,,
00:00:00.600000,,
00:00:00.800000,,
00:00:01,,
00:00:01.200000,,
00:00:01.400000,,
00:00:01.600000,,
00:00:01.800000,,
00:00:02,,
00:00:02.200000,,
00:00:02.400000,,
00:00:02.600000,,
00:00:02.800000,,
00:00:03,,
00:00:03.200000,,
00:00:03.400000,,
00:00:03.600000,,
00:00:03.800000,,
00:00:04,,
00:00:04.200000,,
00:00:04.400000,,
00:00:04.600000,,
00:00:04.800000,,
00:00:05,,
00:00:05.200000,,
00:00:05.400000,,
00:00:05.600000,,
00:00:05.800000,,
00:00:06,,
00:00:06.200000,,
00:00:06.400000,,
00:00:06.600000,,
00:00:06.800000,,
00:00:07,,
00:00:07.200000,,
00:00:07.400000,,
00:00:07.600000,,
00:00:07.800000,,
00:00:08,,
00:00:08.200000,,
00:00:08.400000,,
00:00:08.600000,,
00:00:08.800000,,
00:00:09,,
00:00:09.200000,,
00:00:09.400000,,
00:00:09.600000,,
00:00:09.800000,,
00:00:10,,
00:00:10.200000,,
00:00:10.400000,,
00:00:10.600000,,
00:00:10.800000,,
00:00:11,,
00:00:11.200000,,
00:00:11.400000,,
00:00:11.600000,,
00:00:11.800000,,
00:00:12,,
00:00:12.200000,,
00:00:12.400000,,
00:00:12.600000,,
00:00:12.800000,,
00:00:13,,
00:00:13.200000,,
00:00:13.400000,,
00:00:13.600000,,
00:00:13.800000,,
00:00:14,,
00:00:14.200000,,
00:00:14.400000,,
00:00:14.600000,,
00:00:14.800000,,
00:00:15,,
00:00:15.200000,,
00:00:15.400000,,
00:00:15.600000,,
00:00:15.800000,,
00:00:16,,
00:00:16.200000,,
00:00:16.400000,,
00:00:16.600000,,
00:00:16.800000,,
00:00:17,,
00:00:17.200000,,
00:00:17.400000,,
00:00:17.600000,,
00:00:17.800000,,
00:00:18,,
00:00:18.200000,,
00:00:18.400000,,
00:00:18.600000,,
00:00:18.800000,,
00:00:19,,
00:00:19.200000,,
00:00:19.400000,,
00:00:19.600000,,
00:00:19.800000,,
00:00:20,,
00:00:20.200000,,
00:00:20.400000,,
00:00:20.600000,,
00:00:20.800000,,
00:00:21,,
00:00:21.200000,,
00:00:21.400000,,
00:00:21.600000,,
00:00:21.800000,,
00:00:22,,
00:00:22.200000,,
00:00:22.400000,,
00:00:22.600000,,
00:00:22.800000,,
00:00:23,,
00:00:23.200000,,
00:00:23.400000,,
00:00:23.600000,,
00:00:23.800000,,
00:00:24,,
00:00:24.200000,,
00:00:24.400000,,
00:00:24.600000,,
00:00:24.800000,,
00:00:25,,
00:00:25.200000,,
00:00:25.400000,,
00:00:25.600000,,
00:00:25.800000,,
00:00:26,,
00:00:26.200000,,
00:00:26.400000,,
00:00:26.600000,,
00:00:26.800000,,
00:00:27,,
00:00:27.200000,,
00:00:27.400000,,
00:00:27.600000,,
00:00:27.800000,,
00:00:28,,
00:00:28.200000,,
00:00:28.400000,,
00:00:28.600000,,
00:00:28.800000,,
00:00:29,,
00:00:29.200000,,
00:00:29.400000,,
00:00:29.600000,,
00:00:29.800000,,
00:00:30,,
00:00:30.200000,,
00:00:30.400000,,
00:00:30.600000,,
00:00:30.800000,,
00:00:31,,
00:00:31.200000,,
00:00:31.400000,,
00:00:31.600000,,
00:00:31.800000,,
00:00:32,,
00:00:32.200000,,
00:00:32.400000,,
00:00:32.600000,,
00:00:32.800000,,
00:00:33,,
00:00:33.200000,,
00:00:33.400000,,
00:00:33.600000,,
00:00:33.800000,,
00:00:34,,
00:00:34.200000,,
00:00:34.400000,,
00:00:34.600000,,
00:00:34.800000,,
00:00:35,,
00:00:35.200000,,
00:00:35.400000,,
00:00:35.600000,,
00:00:35.800000,,
00:00:36,,
00:00:36.200000,,
00:00:36.400000,,
00:00:36.600000,,
00:00:36.800000,,
00:00:37,,
00:00:37.200000,,
00:00:37.400000,,
00:00:37.600000,,
00:00:37.800000,,
00:00:38,,
00:00:38.200000,,
00:00:38.400000,,
00:00:38.600000,,
00:00:38.800000,,
00:00:39,,
00:00:39.200000,,
00:00:39.400000,,
00:00:39.600000,,
00:00:39.800000,,
00:00:40,,
00:00:40.200000,,
00:00:40.400000,,
00:00:40.600000,,
00:00:40.800000,,
00:00:41,,
00:00:41.200000,,
00:00:41.400000,,
00:00:41.600000,,
00:00:41.800000,,
00:00:42,,
00:00:42.200000,,
00:00:42.400000,,
00:00:42.600000,,
00:00:42.800000,,
00:00:43,,
00:00:43.200000,,
00:00:43.400000,,
00:00:43.600000,,
00:00:43.800000,,
00:00:44,,
00:00:44.200000,,
00:00:44.400000,,
00:00:44.600000,,
00:00:44.800000,,
00:00:45,,
00:00:45.200000,,
00:00:45.400000,,
00:00:45.600000,,
00:00:45.800000,,
00:00:46,,
00:00:46.200000,,
00:00:46.400000,,
00:00:46.600000,,
00:00:46.800000,,
00:00:47,,
00:00:47.200000,,
00:00:47.400000,,
00:00:47.600000,,
00:00:47.800000,,
00:00:48,,
00:00:48.200000,,
00:00:48.400000,,
00:00:48.600000,,
00:00:48.800000,,
00:00:49,,
00:00:49.200000,,
00:00:49.400000,,
00:00:49.600000,,
00:00:49.800000,,
00:00:50,,
00:00:50.200000,,
00:00:50.400000,,
00:00:50.600000,,
00:00:50.800000,,
00:00:51,,
00:00:51.200000,,
00:00:51.400000,,
00:00:51.600000,,
00:00:51.800000,,
00:00:52,,
00:00:52.200000,,
00:00:52.400000,,
00:00:52.600000,,
00:00:52.800000,,
00:00:53,,
00:00:53.200000,,
00:00:53.400000,,
00:00:53.600000,,
00:00:53.800000,,
00:00:54,,
00:00:54.200000,,
00:00:54.400000,,
00:00:54.600000,,
00:00:54.800000,,
00:00:55,,
00:00:55.200000,,
00:00:55.400000,,
00:00:55.600000,,
00:00:55.800000,,
00:00:56,,
00:00:56.200000,,
00:00:56.400000,,
00:00:56.600000,,
00:00:56.800000,,
00:00:57,,
00:00:57.200000,,
00:00:57.400000,,
00:00:57.600000,,
00:00:57.800000,,
00:00:58,,
00:00:58.200000,,
00:00:58.400000,,
00:00:58.600000,,
00:00:58.800000,,
00:00:59,,
00:00:59.200000,,
00:00:59.400000,,
00:00:59.600000,,
00:00:59.800000,,
00:01:00,,
00:01:00.200000,,
00:01:00.400000,,
00:01:00.600000,,
00:01:00.800000,,
00:01:01,,
00:01:01.200000,,
00:01:01.400000,,
00:01:01.600000,,
00:01:01.800000,,
00:01:02,,
00:01:02.200000,,
00:01:02.400000,,
00:01:02.600000,,
00:01:02.800000,,
00:01:03,,
00:01:03.200000,,
00:01:03.400000,,
00:01:03.600000,,
00:01:03.800000,,
00:01:04,,
00:01:04.200000,,
00:01:04.400000,,
00:01:04.600000,,
00:01:04.800000,,
00:01:05,,
00:01:05.200000,,
00:01:05.400000,,
00:01:05.600000,,
00:01:05.800000,,
00:01:06,,
00:01:06.200000,,
00:01:06.400000,,
00:01:06.600000,,
00:01:06.800000,,
00:01:07,,
00:01:07.200000,,
00:01:07.400000,,
00:01:07.600000,,
00:01:07.800000,,
00:01:08,,
00:01:08.200000,,
00:01:08.400000,,
00:01:08.600000,,
00:01:08.800000,,
00:01:09,,
00:01:09.200000,,
00:01:09.400000,,
00:01:09.600000,,
00:01:09.800000,,
00:01:10,,
00:01:10.200000,,
00:01:10.400000,,
00:01:10.600000,,
00:01:10.800000,,
00:01:11,,
00:01:11.200000,,
00:01:11.400000,,
00:01:11.600000,,
00:01:11.800000,,
00:01:12,,
00:01:12.200000,,
00:01:12.400000,,
00:01:12.600000,,
00:01:12.800000,,
00:01:13,,
00:01:13.200000,,
00:01:13.400000,,
00:01:13.600000,,
00:01:13.800000,,
00:01:14,,
00:01:14.200000,,
00:01:14.400000,,
00:01:14.600000,,
00:01:14.800000,,
00:01:15,,
00:01:15.200000,,
00:01:15.400000,,
00:01:15.600000,,
00:01:15.800000,,
00:01:16,,
00:01:16.200000,,
00:01:16.400000,,
00:01:16.600000,,
00:01:16.800000,,
00:01:17,,
00:01:17.200000,,
00:01:17.400000,,
00:01:17.600000,,
00:01:17.800000,,
00:01:18,,
00:01:18.200000,,
00:01:18.400000,,
00:01:18.600000,,
00:01:18.800000,,
00:01:19,,
00:01:19.200000,,
00:01:19.400000,,
00:01:19.600000,,
00:01:19.800000,,
00:01:20,,
00:01:20.200000,,
00:01:20.400000,,
00:01:20.600000,,
00:01:20.800000,,
00:01:21,,
00:01:21.200000,,
00:01:21.400000,,
00:01:21.600000,,
00:01:21.800000,,
00:01:22,,
00:01:22.200000,,
00:01:22.400000,,
00:01:22.600000,,
00:01:22.800000,,
00:01:23,,
00:01:23.200000,,
00:01:23.400000,,
00:01:23.600000,,
00:01:23.800000,,
00:01:24,,
00:01:24.200000,,
00:01:24.400000,,
00:01:24.600000,,
00:01:24.800000,,
00:01:25,,
00:01:25.200000,,
00:01:25.400000,,
00:01:25.600000,,
00:01:25.800000,,
00:01:26,,
00:01:26.200000,,
00:01:26.400000,,
00:01:26.600000,,
00:01:26.800000,,
00:01:27,,
00:01:27.200000,,
00:01:27.400000,,
00:01:27.600000,,
00:01:27.800000,,
00:01:28,,
00:01:28.200000,,
00:01:28.400000,,
00:01:28.600000,,
00:01:28.800000,,
00:01:29,,
00:01:29.200000,,
00:01:29.400000,,
00:01:29.600000,,
00:01:29.800000,,
00:01:30,,
00:01:30.200000,,
00:01:30.400000,,
00:01:30.600000,,
00:01:30.800000,,
00:01:31,,
00:01:31.200000,,
00:01:31.400000,,
00:01:31.600000,,
00:01:31.800000,,
00:01:32,,
00:01:32.200000,,
00:01:32.400000,,
00:01:32.600000,,
00:01:32.800000,,
00:01:33,,
00:01:33.200000,,
00:01:33.400000,,
00:01:33.600000,,
00:01:33.800000,,
00:01:34,,
00:01:34.200000,,
00:01:34.400000,,
00:01:34.600000,,
00:01:34.800000,,
00:01:35,,
00:01:35.200000,,
00:01:35.400000,,
00:01:35.600000,,
00:01:35.800000,,
00:01:36,,
00:01:36.200000,,
00:01:36.400000,,
00:01:36.600000,,
00:01:36.800000,,
00:01:37,,
00:01:37.200000,,
00:01:37.400000,,
00:01:37.600000,,
00:01:37.800000,,
00:01:38,,
00:01:38.200000,,
00:01:38.400000,,
00:01:38.600000,,
00:01:38.800000,,
00:01:39,,
00:01:39.200000,,
00:01:39.400000,,
00:01:39.600000,,
00:01:39.800000,,
00:01:40,,
00:01:40.200000,,
00:01:40.400000,,
00:01:40.600000,,
00:01:40.800000,,
00:01:41,,
00:01:41.200000,,
00:01:41.400000,,
00:01:41.600000,,
00:01:41.800000,,
00:01:42,,
00:01:42.200000,,
00:01:42.400000,,
00:01:42.600000,,
00:01:42.800000,,
00:01:43,,
00:01:43.200000,,
00:01:43.400000,,
00:01:43.600000,,
00:01:43.800000,,
00:01:44,,
00:01:44.200000,,
00:01:44.400000,,
00:01:44.600000,,
00:01:44.800000,,
00:01:45,,
00:01:45.200000,,
00:01:45.400000,,
00:01:45.600000,,
00:01:45.800000,,
00:01:46,,
00:01:46.200000,,
00:01:46.400000,,
00:01:46.600000,,
00:01:46.800000,,
00:01:47,,
00:01:47.200000,,
00:01:47.400000,,
00:01:47.600000,,
00:01:47.800000,,
00:01:48,,
00:01:48.200000,,
00:01:48.400000,,
00:01:48.600000,,
00:01:48.800000,,
00:01:49,,
00:01:49.200000,,
00:01:49.400000,,
00:01:49.600000,,
00:01:49.800000,,
00:01:50,,
00:01:50.200000,,
00:01:50.400000,,
00:01:50.600000,,
00:01:50.800000,,
00:01:51,,
00:01:51.200000,,
00:01:51.400000,,
00:01:51.600000,,
00:01:51.800000,,
00:01:52,,
00:01:52.200000,,
00:01:52.400000,,
00:01:52.600000,,
00:01:52.800000,,
00:01:53,,
00:01:53.200000,,
00:01:53.400000,,
00:01:53.600000,,
00:01:53.800000,,
00:01:54,,
00:01:54.200000,,
00:01:54.400000,,
00:01:54.600000,,
00:01:54.800000,,
00:01:55,,
00:01:55.200000,,
00:01:55.400000,,
00:01:55.600000,,
00:01:55.800000,,
00:01:56,,
00:01:56.200000,,
00:01:56.400000,,
00:01:56.600000,,
00:01:56.800000,,
00:01:57,,
00:01:57.200000,,
00:01:57.400000,,
00:01:57.600000,,
00:01:57.800000,,
00:01:58,,
00:01:58.200000,,
00:01:58.400000,,
00:01:58.600000,,
00:01:58.800000,,
00:01:59,,
00:01:59.200000,,
00:01:59.400000,,
00:01:59.600000,,
00:01:59.800000,,
00:02:00,,
00:02:00.200000,,
00:02:00.400000,,
00:02:00.600000,,
00:02:00.800000,,
00:02:01,,
00:02:01.200000,,
00:02:01.400000,,
00:02:01.600000,,
00:02:01.800000,,
00:02:02,,
00:02:02.200000,,
00:02:02.400000,,
00:02:02.600000,,
00:02:02.800000,,
00:02:03,,
00:02:03.200000,,
00:02:03.400000,,
00:02:03.600000,,
00:02:03.800000,,
00:02:04,,
00:02:04.200000,,
00:02:04.400000,,
00:02:04.600000,,
00:02:04.800000,,
00:02:05,,
00:02:05.200000,,
00:02:05.400000,,
00:02:05.600000,,
00:02:05.800000,,
00:02:06,,
00:02:06.200000,,
00:02:06.400000,,
00:02:06.600000,,
00:02:06.800000,,
00:02:07,,
00:02:07.200000,,
00:02:07.400000,,
00:02:07.600000,,
00:02:07.800000,,
00:02:08,,
00:02:08.200000,,
00:02:08.400000,,
00:02:08.600000,,
00:02:08.800000,,
00:02:09,,
00:02:09.200000,,
00:02:09.400000,,
00:02:09.600000,,
00:02:09.800000,,
00:02:10,,
00:02:10.200000,,
00:02:10.400000,,
00:02:10.600000,,
00:02:10.800000,,
00:02:11,,
00:02:11.200000,,
00:02:11.400000,,
00:02:11.600000,,
00:02:11.800000,,
00:02:12,,
00:02:12.200000,,
00:02:12.400000,,
00:02:12.600000,,
00:02:12.800000,,
00:02:13,,
00:02:13.200000,,
00:02:13.400000,,
00:02:13.600000,,
00:02:13.800000,,
00:02:14,,
00:02:14.200000,,
00:02:14.400000,,
00:02:14.600000,,
00:02:14.800000,,
00:02:15,,
00:02:15.200000,,
00:02:15.400000,,
00:02:15.600000,,
00:02:15.800000,,
00:02:16,,
00:02:16.200000,,
00:02:16.400000,,
00:02:16.600000,,
00:02:16.800000,,
00:02:17,,
00:02:17.200000,,
00:02:17.400000,,
00:02:17.600000,,
00:02:17.800000,,
00:02:18,,
00:02:18.200000,,
00:02:18.400000,,
00:02:18.600000,,
00:02:18.800000,,
00:02:19,,
00:02:19.200000,,
00:02:19.400000,,
00:02:19.600000,,
00:02:19.800000,,
00:02:20,,
00:02:20.200000,,
00:02:20.400000,,
00:02:20.600000,,
00:02:20.800000,,
00:02:21,,
00:02:21.200000,,
00:02:21.400000,,
00:02:21.600000,,
00:02:21.800000,,
00:02:22,,
00:02:22.200000,,
00:02:22.400000,,
00:02:22.600000,,
00:02:22.800000,,
00:02:23,,
00:02:23.200000,,
00:02:23.400000,,
00:02:23.600000,,
00:02:23.800000,,
00:02:24,,
00:02:24.200000,,
00:02:24.400000,,
00:02:24.600000,,
00:02:24.800000,,
00:02:25,,
00:02:25.200000,,
00:02:25.400000,,
00:02:25.600000,,
00:02:25.800000,,
00:02:26,,
00:02:26.200000,,
00:02:26.400000,,
00:02:26.600000,,
00:02:26.800000,,
00:02:27,,
00:02:27.200000,,
00:02:27.400000,,
00:02:27.600000,,
00:02:27.800000,,
00:02:28,,
00:02:28.200000,,
00:02:28.400000,,
00:02:28.600000,,
00:02:28.800000,,
00:02:29,,
00:02:29.200000,,
00:02:29.400000,,
00:02:29.600000,,
00:02:29.800000,,
00:02:30,,
00:02:30.200000,,
00:02:30.400000,,
00:02:30.600000,,
00:02:30.800000,,
00:02:31,,
00:02:31.200000,,
00:02:31.400000,,
00:02:31.600000,,
00:02:31.800000,,
00:02:32,,
00:02:32.200000,,
00:02:32.400000,,
00:02:32.600000,,
00:02:32.800000,,
00:02:33,,
00:02:33.200000,,
00:02:33.400000,,
00:02:33.600000,,
00:02:33.800000,,
00:02:34,,
00:02:34.200000,,
00:02:34.400000,,
00:02:34.600000,,
00:02:34.800000,,
00:02:35,,
00:02:35.200000,,
00:02:35.400000,,
00:02:35.600000,,
00:02:35.800000,,
00:02:36,,
00:02:36.200000,,
00:02:36.400000,,
00:02:36.600000,,
00:02:36.800000,,
00:02:37,,
00:02:37.200000,,
00:02:37.400000,,
00:02:37.600000,,
00:02:37.800000,,
00:02:38,,
00:02:38.200000,,
00:02:38.400000,,
00:02:38.600000,,
00:02:38.800000,,
00:02:39,,
00:02:39.200000,,
00:02:39.400000,,
00:02:39.600000,,
00:02:39.800000,,
00:02:40,,
00:02:40.200000,,
00:02:40.400000,,
00:02:40.600000,,
00:02:40.800000,,
00:02:41,,
00:02:41.200000,,
00:02:41.400000,,
00:02:41.600000,,
00:02:41.800000,,
00:02:42,,
00:02:42.200000,,
00:02:42.400000,,
00:02:42.600000,,
00:02:42.800000,,
00:02:43,,
00:02:43.200000,,
00:02:43.400000,,
00:02:43.600000,,
00:02:43.800000,,
00:02:44,,
00:02:44.200000,,
00:02:44.400000,,
00:02:44.600000,,
00:02:44.800000,,
00:02:45,,
00:02:45.200000,,
00:02:45.400000,,
00:02:45.600000,,
00:02:45.800000,,
00:02:46,,
00:02:46.200000,,
00:02:46.400000,,
00:02:46.600000,,
00:02:46.800000,,
00:02:47,,
00:02:47.200000,,
00:02:47.400000,,
00:02:47.600000,,
00:02:47.800000,,
00:02:48,,
00:02:48.200000,,
00:02:48.400000,,
00:02:48.600000,,
00:02:48.800000,,
00:02:49,,
00:02:49.200000,,
00:02:49.400000,,
00:02:49.600000,,
00:02:49.800000,,
00:02:50,,
00:02:50.200000,,
00:02:50.400000,,
00:02:50.600000,,
00:02:50.800000,,
00:02:51,,
00:02:51.200000,,
00:02:51.400000,,
00:02:51.600000,,
00:02:51.800000,,
00:02:52,,
00:02:52.200000,,
00:02:52.400000,,
00:02:52.600000,,
00:02:52.800000,,
00:02:53,,
00:02:53.200000,,
00:02:53.400000,,
00:02:53.600000,,
00:02:53.800000,,
00:02:54,,
00:02:54.200000,,
00:02:54.400000,,
00:02:54.600000,,
00:02:54.800000,,
00:02:55,,
00:02:55.200000,,
00:02:55.400000,,
00:02:55.600000,,
00:02:55.800000,,
00:02:56,,
00:02:56.200000,,
00:02:56.400000,,
00:02:56.600000,4.99084,
00:02:56.800000,-15.00305,
00:02:57,12.0116,
00:02:57.200000,8.01282,
00:02:57.400000,-7.00549,
00:02:57.600000,7.00549,
00:02:57.800000,-4.01404,
00:02:58,0.99206,
00:02:58.200000,29.01404,
00:02:58.400000,-4.01404,
00:02:58.600000,3.00671,
00:02:58.800000,-0.99206,
00:02:59,0.01526,
00:02:59.200000,0.01526,
00:02:59.400000,0.01526,
00:02:59.600000,-0.99206,
00:02:59.800000,0.99206,
00:03:00,0.01526,
00:03:00.200000,1.99939,
00:03:00.400000,0.01526,
00:03:00.600000,-4.01404,
00:03:00.800000,3.00671,
00:03:01,-1.99939,
00:03:01.200000,62.5,
00:03:01.400000,-62.5,
00:03:01.600000,-11.00427,
00:03:01.800000,-1.99939,
00:03:02,0.01526,
00:03:02.200000,0.01526,
00:03:02.400000,0.01526,
00:03:02.600000,0.01526,
00:03:02.800000,0.01526,
00:03:03,0.01526,
00:03:03.200000,0.01526,
00:03:03.400000,0.01526,
00:03:03.600000,0.01526,
00:03:03.800000,0.01526,
00:03:04,0.01526,
00:03:04.200000,-62.5,
00:03:04.400000,62.5,
00:03:04.600000,11.00427,
00:03:04.800000,0.99206,
00:03:05,-0.99206,
00:03:05.200000,-0.99206,
00:03:05.400000,4.01404,
00:03:05.600000,-0.99206,
00:03:05.800000,-3.00671,
00:03:06,9.99695,
00:03:06.200000,-3.00671,
00:03:06.400000,-9.99695,
00:03:06.600000,7.00549,
00:03:06.800000,-7.00549,
00:03:07,-7.00549,
00:03:07.200000,3.00671,
00:03:07.400000,-4.01404,
00:03:07.600000,0.99206,
00:03:07.800000,5.99817,
00:03:08,-0.99206,
00:03:08.200000,0.99206,
00:03:08.400000,8.98962,
00:03:08.600000,0.01526,
00:03:08.800000,1.99939,
00:03:09,7.00549,
00:03:09.200000,-0.99206,
00:03:09.400000,-5.99817,
00:03:09.600000,-1.99939,
00:03:09.800000,-8.01282,
00:03:10,-1.99939,
00:03:10.200000,-44.00183,
00:03:10.400000,-5.99817,
00:03:10.600000,0.01526,
00:03:10.800000,0.01526,
00:03:11,0.01526,
00:03:11.200000,0.01526,
00:03:11.400000,0.01526,
00:03:11.600000,0.01526,
00:03:11.800000,0.01526,
00:03:12,0.01526,
00:03:12.200000,4.01404,
00:03:12.400000,0.01526,
00:03:12.600000,0.01526,
00:03:12.800000,0.01526,
00:03:13,-0.99206,
00:03:13.200000,-12.9884,
00:03:13.400000,-3.00671,
00:03:13.600000,0.01526,
00:03:13.800000,0.01526,
00:03:14,0.01526,
00:03:14.200000,5.99817,
00:03:14.400000,-12.9884,
00:03:14.600000,-1.99939,
00:03:14.800000,0.99206,
00:03:15,4.99084,
00:03:15.200000,25.01526,
00:03:15.400000,0.01526,
00:03:15.600000,1.99939,
00:03:15.800000,-7.00549,
00:03:16,15.00305,
00:03:16.200000,-8.98962,
00:03:16.400000,1.99939,
00:03:16.600000,4.01404,
00:03:16.800000,-3.00671,
00:03:17,1.99939,
00:03:17.200000,8.01282,
00:03:17.400000,-0.99206,
00:03:17.600000,0.01526,
00:03:17.800000,0.01526,
00:03:18,0.01526,
00:03:18.200000,0.01526,
00:03:18.400000,-3.00671,
00:03:18.600000,3.00671,
00:03:18.800000,0.99206,
00:03:19,-5.99817,
00:03:19.200000,4.01404,
00:03:19.400000,4.01404,
00:03:19.600000,0.99206,
00:03:19.800000,0.99206,
00:03:20,0.99206,
00:03:20.200000,-3.00671,
00:03:20.400000,0.99206,
00:03:20.600000,0.99206,
00:03:20.800000,1.99939,
00:03:21,0.01526,
00:03:21.200000,13.99573,
00:03:21.400000,3.00671,
00:03:21.600000,-19.00183,
00:03:21.800000,12.0116,
00:03:22,-0.99206,
00:03:22.200000,-13.99573,
00:03:22.400000,-1.99939,
00:03:22.600000,-12.0116,
00:03:22.800000,-17.99451,
00:03:23,-21.99329,
00:03:23.200000,8.01282,
00:03:23.400000,-9.99695,
00:03:23.600000,-8.01282,
00:03:23.800000,-4.01404,
00:03:24,-4.99084,
00:03:24.200000,-4.99084,
00:03:24.400000,5.99817,
00:03:24.600000,-15.00305,
00:03:24.800000,-11.00427,
00:03:25,0.99206,
00:03:25.200000,0.01526,
00:03:25.400000,-1.99939,
00:03:25.600000,-9.99695,
00:03:25.800000,51.99939,
00:03:26,15.00305,
00:03:26.200000,-12.0116,
00:03:26.400000,0.01526,
00:03:26.600000,4.01404,
00:03:26.800000,-8.01282,
00:03:27,9.99695,
00:03:27.200000,41.01038,
00:03:27.400000,-24.00794,
00:03:27.600000,-36.00427,
00:03:27.800000,7.00549,
00:03:28,16.01038,
00:03:28.200000,4.99084,
00:03:28.400000,7.00549,
00:03:28.600000,4.01404,
00:03:28.800000,-11.00427,
00:03:29,-3.00671,
00:03:29.200000,45.00916,
00:03:29.400000,16.01038,
00:03:29.600000,-34.02015,
00:03:29.800000,4.01404,
00:03:30,4.01404,
00:03:30.200000,-0.99206,
00:03:30.400000,4.99084,
00:03:30.600000,3.00671,
00:03:30.800000,-5.99817,
00:03:31,-7.00549,
00:03:31.200000,4.99084,
00:03:31.400000,1.99939,
00:03:31.600000,0.01526,
00:03:31.800000,41.01038,
00:03:32,62.5,
00:03:32.200000,-34.99695,
00:03:32.400000,-15.00305,
00:03:32.600000,-5.99817,
00:03:32.800000,0.99206,
00:03:33,-17.0177,
00:03:33.200000,0.01526,
00:03:33.400000,0.01526,
00:03:33.600000,-3.00671,
00:03:33.800000,-4.01404,
00:03:34,-7.00549,
00:03:34.200000,-11.00427,
00:03:34.400000,8.01282,
00:03:34.600000,-3.00671,
00:03:34.800000,0.99206,
00:03:35,8.01282,
00:03:35.200000,8.01282,
00:03:35.400000,5.99817,
00:03:35.600000,12.0116,
00:03:35.800000,0.01526,
00:03:36,-8.98962,
00:03:36.200000,-0.99206,
00:03:36.400000,-5.99817,
00:03:36.600000,-3.00671,
00:03:36.800000,17.01771,
00:03:37,1.99939,
00:03:37.200000,-3.00671,
00:03:37.400000,4.99084,
00:03:37.600000,-0.99206,
00:03:37.800000,-11.00427,
00:03:38,-8.98962,
00:03:38.200000,-21.99329,
00:03:38.400000,9.99695,
00:03:38.600000,26.99939,
00:03:38.800000,0.01526,
00:03:39,12.0116,
00:03:39.200000,0.01526,
00:03:39.400000,8.98962,
00:03:39.600000,8.01282,
00:03:39.800000,-7.00549,
00:03:40,-8.01282,
00:03:40.200000,-12.9884,
00:03:40.400000,0.01526,
00:03:40.600000,8.98962,
00:03:40.800000,-3.00671,
00:03:41,4.01404,
00:03:41.200000,-8.01282,
00:03:41.400000,11.00427,
00:03:41.600000,23.00061,
00:03:41.800000,-0.99206,
00:03:42,-4.01404,97.0
00:03:42.200000,4.99084,97.0
00:03:42.400000,5.99817,97.0
00:03:42.600000,-3.00671,97.0
00:03:42.800000,-4.99084,97.0
00:03:43,4.99084,97.0
00:03:43.200000,-3.00671,97.0
00:03:43.400000,0.01526,97.0
00:03:43.600000,0.99206,97.0
00:03:43.800000,-0.99206,97.0
00:03:44,12.9884,97.0
00:03:44.200000,-4.99084,97.0
00:03:44.400000,-16.01038,97.0
00:03:44.600000,1.99939,97.0
00:03:44.800000,21.01649,97.0
00:03:45,5.99817,97.0
00:03:45.200000,7.00549,97.0
00:03:45.400000,-12.9884,97.0
00:03:45.600000,-15.00305,97.0
00:03:45.800000,-1.99939,97.0
00:03:46,0.99206,97.0
00:03:46.200000,3.00671,97.0
00:03:46.400000,4.99084,97.0
00:03:46.600000,0.99206,97.0
00:03:46.800000,-4.99084,97.0
00:03:47,4.01404,97.0
00:03:47.200000,3.00671,97.0
00:03:47.400000,-0.99206,97.0
00:03:47.600000,-8.01282,97.0
00:03:47.800000,1.99939,97.0
00:03:48,-8.01282,97.0
00:03:48.200000,0.99206,97.0
00:03:48.400000,-9.99695,97.0
00:03:48.600000,4.99084,97.0
00:03:48.800000,0.01526,97.0
00:03:49,-4.01404,97.0
00:03:49.200000,-12.0116,97.0
00:03:49.400000,1.99939,97.0
00:03:49.600000,-8.01282,97.0
00:03:49.800000,7.00549,97.0
00:03:50,4.99084,97.0
00:03:50.200000,-3.00671,97.0
00:03:50.400000,0.01526,97.0
00:03:50.600000,-0.99206,97.0
00:03:50.800000,-9.99695,97.0
00:03:51,-8.01282,97.0
00:03:51.200000,5.99817,97.0
00:03:51.400000,9.99695,97.0
00:03:51.600000,0.01526,97.0
00:03:51.800000,-9.99695,97.0
00:03:52,8.01282,97.0
00:03:52.200000,5.99817,97.0
00:03:52.400000,-8.98962,97.0
00:03:52.600000,-0.99206,97.0
00:03:52.800000,-11.00427,97.0
00:03:53,4.01404,97.0
00:03:53.200000,5.99817,97.0
00:03:53.400000,-4.01404,97.0
00:03:53.600000,1.99939,97.0
00:03:53.800000,0.01526,97.0
00:03:54,0.01526,97.0
00:03:54.200000,0.99206,97.0
00:03:54.400000,8.98962,97.0
00:03:54.600000,-4.99084,97.0
00:03:54.800000,7.00549,97.0
00:03:55,0.01526,97.0
00:03:55.200000,0.01526,97.0
00:03:55.400000,1.99939,97.0
00:03:55.600000,-4.01404,97.0
00:03:55.800000,0.01526,97.0
00:03:56,1.99939,97.0
00:03:56.200000,0.01526,97.0
00:03:56.400000,3.00671,97.0
00:03:56.600000,12.0116,97.0
00:03:56.800000,8.01282,97.0
00:03:57,-1.99939,97.0
00:03:57.200000,16.01038,97.0
00:03:57.400000,-4.01404,97.0
00:03:57.600000,-3.00671,97.0
00:03:57.800000,16.01038,97.0
00:03:58,-5.99817,97.0
